country,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Morocco,2020-05-26,nowcast,0.9,0.7,1.1,0.8,1,0.76
Morocco,2020-05-27,nowcast,1,0.8,1.2,0.8,1,0.65
Morocco,2020-05-28,nowcast,1,0.8,1.2,0.9,1,0.54
Morocco,2020-05-29,forecast,1,0.7,1.2,0.9,1,0.6
Morocco,2020-05-30,forecast,1,0.7,1.2,0.8,1,0.61
Morocco,2020-05-31,forecast,1,0.7,1.2,0.8,1,0.6
Morocco,2020-06-01,forecast,1,0.7,1.3,0.8,1,0.6
Morocco,2020-06-02,forecast,1,0.7,1.3,0.8,1,0.61
Morocco,2020-06-03,forecast,1,0.7,1.3,0.8,1.1,0.58
Morocco,2020-06-04,forecast,1,0.7,1.3,0.8,1.1,0.59
Morocco,2020-06-05,forecast,1,0.7,1.3,0.8,1.1,0.58
Morocco,2020-06-06,forecast,1,0.6,1.3,0.8,1,0.58
Morocco,2020-06-07,forecast,1,0.6,1.4,0.8,1.1,0.58
Morocco,2020-06-08,forecast,1,0.6,1.3,0.8,1.1,0.57
Morocco,2020-06-09,forecast,1,0.6,1.4,0.8,1.1,0.57
Morocco,2020-06-10,forecast,1,0.6,1.4,0.8,1.1,0.58
Morocco,2020-06-11,forecast,1,0.6,1.4,0.8,1.1,0.57
Nepal,2020-04-18,nowcast,1.1,0.4,1.8,0.9,1.4,0.34
Nepal,2020-04-19,nowcast,1.2,0.5,1.9,0.9,1.4,0.34
Nepal,2020-04-20,nowcast,1.2,0.5,2,0.9,1.4,0.31
Nepal,2020-04-21,nowcast,1.2,0.6,2,0.9,1.4,0.29
Nepal,2020-04-22,nowcast,1.3,0.6,2,1,1.5,0.24
Nepal,2020-04-23,nowcast,1.4,0.7,2.2,1,1.6,0.17
Nepal,2020-04-24,nowcast,1.4,0.7,2.2,1.1,1.6,0.13
Nepal,2020-04-25,nowcast,1.5,0.8,2.2,1.1,1.6,0.09
Nepal,2020-04-26,nowcast,1.5,0.9,2.3,1.2,1.7,0.06
Nepal,2020-04-27,nowcast,1.6,1,2.2,1.3,1.8,0.04
Nepal,2020-04-28,nowcast,1.6,1,2.2,1.3,1.8,0.03
Nepal,2020-04-29,nowcast,1.6,1.1,2.2,1.4,1.8,0.02
Nepal,2020-04-30,nowcast,1.6,1.1,2.2,1.3,1.7,0.02
Nepal,2020-05-01,nowcast,1.6,1.1,2.2,1.3,1.7,0.02
Nepal,2020-05-02,nowcast,1.6,1.1,2.1,1.4,1.7,0.02
Nepal,2020-05-03,nowcast,1.6,1.1,2.1,1.4,1.7,0.01
Nepal,2020-05-04,nowcast,1.6,1.2,2,1.4,1.7,0.01
Nepal,2020-05-05,nowcast,1.6,1.2,2,1.4,1.7,0.01
Nepal,2020-05-06,nowcast,1.5,1.2,1.9,1.4,1.6,0.01
Nepal,2020-05-07,nowcast,1.5,1.2,1.9,1.4,1.6,0.01
Nepal,2020-05-08,nowcast,1.5,1.2,1.8,1.4,1.6,0
Nepal,2020-05-09,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
Nepal,2020-05-10,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Nepal,2020-05-11,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Nepal,2020-05-12,nowcast,1.4,1.1,1.7,1.3,1.5,0
Nepal,2020-05-13,nowcast,1.4,1.2,1.7,1.3,1.5,0
Nepal,2020-05-14,nowcast,1.4,1.2,1.7,1.3,1.5,0
Nepal,2020-05-15,nowcast,1.4,1.2,1.7,1.3,1.5,0
Nepal,2020-05-16,nowcast,1.4,1.2,1.7,1.3,1.5,0
Nepal,2020-05-17,nowcast,1.5,1.2,1.7,1.4,1.5,0
Nepal,2020-05-18,nowcast,1.5,1.2,1.7,1.4,1.5,0
Nepal,2020-05-19,nowcast,1.5,1.2,1.7,1.4,1.5,0
Nepal,2020-05-20,nowcast,1.5,1.2,1.7,1.4,1.6,0
Nepal,2020-05-21,nowcast,1.5,1.2,1.7,1.4,1.6,0
Nepal,2020-05-22,nowcast,1.5,1.3,1.7,1.4,1.5,0
Nepal,2020-05-23,nowcast,1.4,1.3,1.7,1.4,1.5,0
Nepal,2020-05-24,nowcast,1.4,1.2,1.6,1.3,1.5,0
Nepal,2020-05-25,nowcast,1.4,1.2,1.6,1.3,1.5,0
Nepal,2020-05-26,nowcast,1.4,1.2,1.6,1.3,1.4,0
Nepal,2020-05-27,nowcast,1.3,1.1,1.5,1.3,1.4,0
Nepal,2020-05-28,forecast,1.4,1.1,1.6,1.3,1.5,0.01
Nepal,2020-05-29,forecast,1.4,1.1,1.6,1.3,1.5,0.01
Nepal,2020-05-30,forecast,1.4,1.1,1.7,1.3,1.5,0.02
Nepal,2020-05-31,forecast,1.4,1.1,1.7,1.2,1.5,0.03
Nepal,2020-06-01,forecast,1.4,1,1.7,1.3,1.5,0.03
Nepal,2020-06-02,forecast,1.4,1,1.7,1.2,1.5,0.04
Nepal,2020-06-03,forecast,1.4,1,1.7,1.2,1.5,0.05
Nepal,2020-06-04,forecast,1.4,1,1.7,1.2,1.5,0.06
Nepal,2020-06-05,forecast,1.4,1,1.8,1.2,1.5,0.06
Nepal,2020-06-06,forecast,1.4,1,1.8,1.2,1.5,0.06
Nepal,2020-06-07,forecast,1.4,0.9,1.8,1.2,1.5,0.07
Nepal,2020-06-08,forecast,1.4,0.9,1.8,1.2,1.5,0.07
Nepal,2020-06-09,forecast,1.4,0.9,1.8,1.2,1.5,0.09
Nepal,2020-06-10,forecast,1.4,0.9,1.8,1.2,1.5,0.09
Netherlands,2020-03-01,nowcast,1.8,1.5,2.3,1.6,2,0
Netherlands,2020-03-02,nowcast,1.8,1.5,2.2,1.6,1.9,0
Netherlands,2020-03-03,nowcast,1.8,1.4,2.1,1.6,1.9,0
Netherlands,2020-03-04,nowcast,1.7,1.4,2.1,1.6,1.9,0
Netherlands,2020-03-05,nowcast,1.7,1.4,2,1.6,1.8,0
Netherlands,2020-03-06,nowcast,1.7,1.4,2,1.5,1.8,0
Netherlands,2020-03-07,nowcast,1.7,1.4,1.9,1.5,1.7,0
Netherlands,2020-03-08,nowcast,1.6,1.4,1.9,1.5,1.7,0
Netherlands,2020-03-09,nowcast,1.6,1.4,1.9,1.5,1.7,0
Netherlands,2020-03-10,nowcast,1.6,1.4,1.8,1.5,1.7,0
Netherlands,2020-03-11,nowcast,1.6,1.4,1.8,1.4,1.6,0
Netherlands,2020-03-12,nowcast,1.5,1.3,1.8,1.4,1.6,0
Netherlands,2020-03-13,nowcast,1.5,1.3,1.7,1.4,1.6,0
Netherlands,2020-03-14,nowcast,1.5,1.3,1.7,1.4,1.6,0
Netherlands,2020-03-15,nowcast,1.5,1.3,1.7,1.4,1.5,0
Netherlands,2020-03-16,nowcast,1.4,1.2,1.6,1.3,1.5,0
Netherlands,2020-03-17,nowcast,1.4,1.2,1.6,1.3,1.4,0
Netherlands,2020-03-18,nowcast,1.4,1.2,1.5,1.3,1.4,0
Netherlands,2020-03-19,nowcast,1.3,1.2,1.5,1.3,1.4,0
Netherlands,2020-03-20,nowcast,1.3,1.2,1.4,1.2,1.3,0
Netherlands,2020-03-21,nowcast,1.3,1.1,1.4,1.2,1.3,0
Netherlands,2020-03-22,nowcast,1.2,1.1,1.3,1.2,1.3,0
Netherlands,2020-03-23,nowcast,1.2,1.1,1.3,1.1,1.2,0
Netherlands,2020-03-24,nowcast,1.2,1.1,1.2,1.1,1.2,0
Netherlands,2020-03-25,nowcast,1.1,1,1.2,1.1,1.1,0.01
Netherlands,2020-03-26,nowcast,1.1,1,1.2,1,1.1,0.02
Netherlands,2020-03-27,nowcast,1.1,1,1.1,1,1.1,0.07
Netherlands,2020-03-28,nowcast,1,1,1.1,1,1.1,0.12
Netherlands,2020-03-29,nowcast,1,1,1.1,1,1.1,0.15
Netherlands,2020-03-30,nowcast,1,1,1.1,1,1.1,0.16
Netherlands,2020-03-31,nowcast,1,1,1.1,1,1,0.16
Netherlands,2020-04-01,nowcast,1,1,1.1,1,1,0.18
Netherlands,2020-04-02,nowcast,1,1,1.1,1,1,0.23
Netherlands,2020-04-03,nowcast,1,1,1.1,1,1,0.26
Netherlands,2020-04-04,nowcast,1,1,1.1,1,1,0.3
Netherlands,2020-04-05,nowcast,1,1,1.1,1,1,0.36
Netherlands,2020-04-06,nowcast,1,1,1,1,1,0.48
Netherlands,2020-04-07,nowcast,1,0.9,1,1,1,0.61
Netherlands,2020-04-08,nowcast,1,0.9,1,1,1,0.82
Netherlands,2020-04-09,nowcast,1,0.9,1,0.9,1,0.94
Netherlands,2020-04-10,nowcast,0.9,0.9,1,0.9,1,0.99
Netherlands,2020-04-11,nowcast,0.9,0.9,1,0.9,0.9,1
Netherlands,2020-04-12,nowcast,0.9,0.9,1,0.9,0.9,1
Netherlands,2020-04-13,nowcast,0.9,0.8,0.9,0.9,0.9,1
Netherlands,2020-04-14,nowcast,0.9,0.8,0.9,0.9,0.9,1
Netherlands,2020-04-15,nowcast,0.9,0.8,0.9,0.9,0.9,1
Netherlands,2020-04-16,nowcast,0.9,0.8,0.9,0.8,0.9,1
Netherlands,2020-04-17,nowcast,0.8,0.8,0.9,0.8,0.9,1
Netherlands,2020-04-18,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-04-19,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-04-20,nowcast,0.8,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-21,nowcast,0.8,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-22,nowcast,0.7,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-23,nowcast,0.7,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-24,nowcast,0.7,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-25,nowcast,0.7,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-26,nowcast,0.7,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-27,nowcast,0.8,0.7,0.8,0.7,0.8,1
Netherlands,2020-04-28,nowcast,0.8,0.7,0.9,0.7,0.8,1
Netherlands,2020-04-29,nowcast,0.8,0.7,0.9,0.7,0.8,1
Netherlands,2020-04-30,nowcast,0.8,0.7,0.9,0.7,0.8,1
Netherlands,2020-05-01,nowcast,0.8,0.7,0.9,0.7,0.8,1
Netherlands,2020-05-02,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-05-03,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-05-04,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-05-05,nowcast,0.8,0.7,0.9,0.8,0.9,1
Netherlands,2020-05-06,nowcast,0.8,0.7,0.9,0.8,0.9,1
Netherlands,2020-05-07,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-05-08,nowcast,0.8,0.7,0.9,0.8,0.8,1
Netherlands,2020-05-09,nowcast,0.8,0.7,0.9,0.8,0.9,1
Netherlands,2020-05-10,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
Netherlands,2020-05-11,nowcast,0.8,0.8,0.9,0.8,0.9,0.99
Netherlands,2020-05-12,nowcast,0.9,0.8,1,0.8,0.9,0.98
Netherlands,2020-05-13,nowcast,0.9,0.8,1,0.8,0.9,0.97
Netherlands,2020-05-14,nowcast,0.9,0.8,1,0.8,0.9,0.95
Netherlands,2020-05-15,nowcast,0.9,0.8,1,0.9,0.9,0.92
Netherlands,2020-05-16,nowcast,0.9,0.8,1,0.9,1,0.86
Netherlands,2020-05-17,nowcast,0.9,0.8,1.1,0.9,1,0.79
Netherlands,2020-05-18,nowcast,1,0.9,1.1,0.9,1,0.71
Netherlands,2020-05-19,nowcast,1,0.9,1.1,0.9,1,0.71
Netherlands,2020-05-20,nowcast,1,0.9,1.1,0.9,1,0.73
Netherlands,2020-05-21,nowcast,1,0.9,1.1,0.9,1,0.73
Netherlands,2020-05-22,nowcast,1,0.9,1.1,0.9,1,0.76
Netherlands,2020-05-23,nowcast,1,0.9,1.1,0.9,1,0.76
Netherlands,2020-05-24,nowcast,1,0.9,1,0.9,1,0.77
Netherlands,2020-05-25,nowcast,1,0.9,1.1,0.9,1,0.76
Netherlands,2020-05-26,nowcast,1,0.9,1.1,0.9,1,0.72
Netherlands,2020-05-27,nowcast,1,0.9,1.1,0.9,1,0.65
Netherlands,2020-05-28,nowcast,1,0.9,1.1,0.9,1,0.54
Netherlands,2020-05-29,forecast,1,0.9,1.1,0.9,1,0.52
Netherlands,2020-05-30,forecast,1,0.9,1.2,0.9,1.1,0.5
Netherlands,2020-05-31,forecast,1,0.8,1.2,0.9,1.1,0.5
Netherlands,2020-06-01,forecast,1,0.8,1.2,0.9,1.1,0.49
Netherlands,2020-06-02,forecast,1,0.8,1.2,0.9,1.1,0.47
Netherlands,2020-06-03,forecast,1,0.8,1.2,0.9,1.1,0.48
Netherlands,2020-06-04,forecast,1,0.8,1.2,0.9,1.1,0.47
Netherlands,2020-06-05,forecast,1,0.8,1.3,0.9,1.1,0.45
Netherlands,2020-06-06,forecast,1,0.8,1.2,0.9,1.1,0.45
Netherlands,2020-06-07,forecast,1,0.8,1.3,0.9,1.1,0.44
Netherlands,2020-06-08,forecast,1,0.7,1.3,0.9,1.1,0.44
Netherlands,2020-06-09,forecast,1,0.7,1.3,0.9,1.1,0.45
Netherlands,2020-06-10,forecast,1,0.7,1.3,0.9,1.1,0.44
Netherlands,2020-06-11,forecast,1,0.7,1.3,0.9,1.1,0.45
New Zealand,2020-03-18,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
New Zealand,2020-03-19,nowcast,1.4,1.1,1.8,1.3,1.6,0.01
New Zealand,2020-03-20,nowcast,1.4,1,1.7,1.2,1.5,0.03
New Zealand,2020-03-21,nowcast,1.3,1,1.6,1.2,1.4,0.04
New Zealand,2020-03-22,nowcast,1.2,0.9,1.5,1.1,1.3,0.09
New Zealand,2020-03-23,nowcast,1.1,0.9,1.4,1,1.2,0.2
New Zealand,2020-03-24,nowcast,1.1,0.8,1.3,1,1.2,0.35
New Zealand,2020-03-25,nowcast,1,0.8,1.2,0.9,1.1,0.52
New Zealand,2020-03-26,nowcast,0.9,0.7,1.1,0.8,1,0.7
New Zealand,2020-03-27,nowcast,0.9,0.7,1.1,0.8,1,0.83
New Zealand,2020-03-28,nowcast,0.8,0.6,1,0.8,0.9,0.93
New Zealand,2020-03-29,nowcast,0.8,0.6,1,0.7,0.9,0.97
New Zealand,2020-03-30,nowcast,0.8,0.6,0.9,0.7,0.8,0.99
New Zealand,2020-03-31,nowcast,0.7,0.5,0.9,0.7,0.8,0.99
New Zealand,2020-04-01,nowcast,0.7,0.5,0.9,0.6,0.8,1
New Zealand,2020-04-02,nowcast,0.7,0.5,0.8,0.6,0.8,1
New Zealand,2020-04-03,nowcast,0.6,0.4,0.8,0.6,0.7,1
New Zealand,2020-04-04,nowcast,0.6,0.4,0.8,0.5,0.7,1
New Zealand,2020-04-05,nowcast,0.6,0.4,0.8,0.5,0.7,1
New Zealand,2020-04-06,nowcast,0.6,0.3,0.7,0.5,0.6,1
New Zealand,2020-04-07,nowcast,0.5,0.3,0.7,0.5,0.6,1
New Zealand,2020-04-08,nowcast,0.5,0.3,0.7,0.4,0.6,0.99
New Zealand,2020-04-09,nowcast,0.5,0.3,0.7,0.4,0.6,0.99
New Zealand,2020-04-10,nowcast,0.5,0.2,0.7,0.4,0.6,0.99
New Zealand,2020-04-11,nowcast,0.5,0.2,0.7,0.4,0.6,0.99
New Zealand,2020-04-12,nowcast,0.5,0.2,0.8,0.4,0.6,0.98
New Zealand,2020-04-13,nowcast,0.5,0.2,0.8,0.4,0.6,0.97
New Zealand,2020-04-14,nowcast,0.5,0.2,0.9,0.4,0.6,0.96
New Zealand,2020-04-15,nowcast,0.5,0.2,0.9,0.4,0.6,0.95
New Zealand,2020-04-16,nowcast,0.5,0.2,1,0.4,0.6,0.92
New Zealand,2020-04-17,nowcast,0.6,0.2,1,0.4,0.7,0.92
New Zealand,2020-04-18,nowcast,0.6,0.2,1.1,0.4,0.7,0.9
New Zealand,2020-04-19,nowcast,0.6,0.2,1.2,0.4,0.8,0.87
New Zealand,2020-04-20,nowcast,0.6,0.2,1.2,0.4,0.8,0.83
New Zealand,2020-04-21,nowcast,0.7,0.2,1.3,0.4,0.8,0.82
New Zealand,2020-04-22,nowcast,0.7,0.2,1.4,0.4,0.8,0.78
New Zealand,2020-04-23,nowcast,0.7,0.2,1.4,0.5,0.9,0.74
New Zealand,2020-04-24,nowcast,0.8,0.2,1.4,0.5,0.9,0.73
New Zealand,2020-04-25,nowcast,0.8,0.2,1.5,0.5,1,0.71
New Zealand,2020-04-26,nowcast,0.8,0.2,1.5,0.4,0.9,0.69
New Zealand,2020-04-27,nowcast,0.8,0.2,1.6,0.5,1,0.67
New Zealand,2020-04-28,nowcast,0.8,0.1,1.5,0.5,1,0.68
New Zealand,2020-04-29,nowcast,0.8,0.1,1.5,0.5,1,0.66
New Zealand,2020-04-30,nowcast,0.8,0.1,1.6,0.5,1.1,0.65
New Zealand,2020-05-01,nowcast,0.9,0.1,1.7,0.5,1.1,0.62
New Zealand,2020-05-02,nowcast,0.9,0.1,1.8,0.5,1.1,0.6
New Zealand,2020-05-03,nowcast,0.9,0.1,1.8,0.5,1.1,0.57
New Zealand,2020-05-04,nowcast,1,0.2,2.1,0.5,1.1,0.53
New Zealand,2020-05-05,nowcast,1,0.1,2,0.5,1.2,0.49
New Zealand,2020-05-06,nowcast,1,0.2,2.2,0.5,1.3,0.47
New Zealand,2020-05-07,nowcast,1.1,0.2,2.3,0.6,1.3,0.44
New Zealand,2020-05-08,nowcast,1.2,0.2,2.3,0.6,1.3,0.4
New Zealand,2020-05-09,nowcast,1.3,0.1,2.5,0.7,1.5,0.34
New Zealand,2020-05-10,nowcast,1.4,0.3,2.8,0.8,1.7,0.28
New Zealand,2020-05-11,nowcast,1.5,0.3,3.1,0.8,1.8,0.21
New Zealand,2020-05-12,nowcast,1.7,0.4,3.3,0.9,2,0.17
Niger,2020-03-25,nowcast,1.7,1.2,2.4,1.4,1.9,0.01
Niger,2020-03-26,nowcast,1.7,1.2,2.3,1.5,1.9,0.01
Niger,2020-03-27,nowcast,1.6,1.1,2.1,1.4,1.8,0.01
Niger,2020-03-28,nowcast,1.6,1.1,2.1,1.4,1.7,0.01
Niger,2020-03-29,nowcast,1.5,1.1,1.9,1.4,1.7,0.01
Niger,2020-03-30,nowcast,1.4,1.1,1.8,1.2,1.6,0.02
Niger,2020-03-31,nowcast,1.4,1,1.7,1.2,1.5,0.05
Niger,2020-04-01,nowcast,1.3,0.9,1.6,1.1,1.4,0.08
Niger,2020-04-02,nowcast,1.2,0.9,1.5,1.1,1.3,0.15
Niger,2020-04-03,nowcast,1.1,0.8,1.4,1,1.2,0.25
Niger,2020-04-04,nowcast,1,0.8,1.3,0.9,1.2,0.41
Niger,2020-04-05,nowcast,0.9,0.7,1.2,0.8,1.1,0.62
Niger,2020-04-06,nowcast,0.9,0.6,1.1,0.8,1,0.8
Niger,2020-04-07,nowcast,0.8,0.6,1,0.7,0.9,0.92
Niger,2020-04-08,nowcast,0.7,0.5,1,0.7,0.9,0.98
Niger,2020-04-09,nowcast,0.7,0.5,0.9,0.6,0.8,0.99
Niger,2020-04-10,nowcast,0.7,0.4,0.9,0.6,0.8,1
Niger,2020-04-11,nowcast,0.6,0.4,0.8,0.6,0.7,1
Niger,2020-04-12,nowcast,0.6,0.4,0.8,0.5,0.7,0.99
Niger,2020-04-13,nowcast,0.6,0.4,0.8,0.5,0.7,0.99
Niger,2020-04-14,nowcast,0.6,0.4,0.8,0.5,0.7,0.99
Niger,2020-04-15,nowcast,0.6,0.3,0.8,0.5,0.7,0.98
Niger,2020-04-16,nowcast,0.6,0.4,0.9,0.5,0.7,0.97
Niger,2020-04-17,nowcast,0.6,0.3,0.9,0.5,0.7,0.95
Niger,2020-04-18,nowcast,0.7,0.4,1,0.5,0.7,0.91
Niger,2020-04-19,nowcast,0.7,0.4,1.1,0.5,0.8,0.86
Niger,2020-04-20,nowcast,0.8,0.4,1.2,0.6,0.9,0.78
Niger,2020-04-21,nowcast,0.8,0.5,1.3,0.6,0.9,0.72
Niger,2020-04-22,nowcast,0.9,0.5,1.4,0.6,1,0.67
Niger,2020-04-23,nowcast,0.9,0.5,1.4,0.7,1,0.63
Niger,2020-04-24,nowcast,1,0.6,1.4,0.8,1.1,0.55
Niger,2020-04-25,nowcast,1,0.6,1.4,0.8,1.1,0.5
Niger,2020-04-26,nowcast,1,0.6,1.5,0.8,1.1,0.44
Niger,2020-04-27,nowcast,1.1,0.7,1.5,0.9,1.2,0.41
Niger,2020-04-28,nowcast,1.1,0.7,1.6,0.9,1.2,0.36
Niger,2020-04-29,nowcast,1.1,0.7,1.6,0.9,1.2,0.31
Niger,2020-04-30,nowcast,1.1,0.7,1.6,0.9,1.2,0.3
Niger,2020-05-01,nowcast,1.1,0.7,1.5,1,1.3,0.3
Niger,2020-05-02,nowcast,1.1,0.7,1.5,0.9,1.2,0.3
Niger,2020-05-03,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Niger,2020-05-04,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Niger,2020-05-05,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Niger,2020-05-06,nowcast,1,0.6,1.4,0.9,1.2,0.45
Niger,2020-05-07,nowcast,1,0.7,1.4,0.9,1.1,0.5
Niger,2020-05-08,nowcast,1,0.6,1.3,0.8,1.1,0.59
Niger,2020-05-09,nowcast,0.9,0.5,1.2,0.8,1,0.67
Niger,2020-05-10,nowcast,0.9,0.5,1.2,0.7,1,0.73
Niger,2020-05-11,nowcast,0.9,0.5,1.2,0.7,1,0.76
Niger,2020-05-12,nowcast,0.8,0.5,1.2,0.7,1,0.83
Niger,2020-05-13,nowcast,0.8,0.4,1.1,0.6,0.9,0.85
Niger,2020-05-14,nowcast,0.8,0.4,1.1,0.6,0.9,0.87
Niger,2020-05-15,nowcast,0.7,0.4,1.1,0.6,0.9,0.88
Niger,2020-05-16,nowcast,0.7,0.4,1.1,0.6,0.9,0.88
Niger,2020-05-17,nowcast,0.7,0.3,1.1,0.6,0.9,0.87
Niger,2020-05-18,nowcast,0.7,0.3,1.1,0.6,0.8,0.87
Niger,2020-05-19,nowcast,0.7,0.3,1.1,0.6,0.8,0.88
Niger,2020-05-20,nowcast,0.7,0.3,1.1,0.5,0.8,0.89
Niger,2020-05-21,nowcast,0.7,0.2,1.1,0.5,0.8,0.89
Niger,2020-05-22,nowcast,0.7,0.2,1.1,0.5,0.8,0.87
Niger,2020-05-23,nowcast,0.6,0.2,1.1,0.5,0.8,0.87
Niger,2020-05-24,nowcast,0.7,0.2,1.3,0.4,0.8,0.81
Niger,2020-05-25,nowcast,0.7,0.2,1.5,0.5,0.9,0.74
Niger,2020-05-26,nowcast,0.8,0.2,1.8,0.5,1,0.63
Niger,2020-05-27,nowcast,1,0.3,2,0.6,1.2,0.51
Niger,2020-05-28,nowcast,1.1,0.3,2.2,0.6,1.3,0.41
Nigeria,2020-03-19,nowcast,1.5,0.9,2.2,1.2,1.7,0.07
Nigeria,2020-03-20,nowcast,1.5,0.9,2.1,1.2,1.7,0.07
Nigeria,2020-03-21,nowcast,1.4,0.9,1.9,1.2,1.6,0.08
Nigeria,2020-03-22,nowcast,1.4,0.9,1.9,1.2,1.6,0.08
Nigeria,2020-03-23,nowcast,1.4,0.9,1.8,1.2,1.5,0.08
Nigeria,2020-03-24,nowcast,1.3,0.9,1.7,1.1,1.5,0.11
Nigeria,2020-03-25,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
Nigeria,2020-03-26,nowcast,1.3,0.9,1.7,1.1,1.4,0.12
Nigeria,2020-03-27,nowcast,1.2,0.9,1.6,1.1,1.4,0.12
Nigeria,2020-03-28,nowcast,1.2,0.8,1.6,1.1,1.4,0.14
Nigeria,2020-03-29,nowcast,1.2,0.9,1.6,1.1,1.3,0.13
Nigeria,2020-03-30,nowcast,1.2,0.9,1.6,1.1,1.3,0.14
Nigeria,2020-03-31,nowcast,1.2,0.9,1.5,1.1,1.4,0.13
Nigeria,2020-04-01,nowcast,1.2,0.9,1.5,1.1,1.3,0.12
Nigeria,2020-04-02,nowcast,1.2,0.9,1.6,1.1,1.3,0.1
Nigeria,2020-04-03,nowcast,1.2,0.9,1.6,1.1,1.4,0.09
Nigeria,2020-04-04,nowcast,1.3,1,1.6,1.1,1.4,0.07
Nigeria,2020-04-05,nowcast,1.3,1,1.6,1.2,1.4,0.04
Nigeria,2020-04-06,nowcast,1.3,1.1,1.7,1.2,1.4,0.02
Nigeria,2020-04-07,nowcast,1.4,1.1,1.7,1.2,1.5,0.01
Nigeria,2020-04-08,nowcast,1.4,1.1,1.8,1.3,1.5,0.01
Nigeria,2020-04-09,nowcast,1.5,1.2,1.8,1.3,1.5,0
Nigeria,2020-04-10,nowcast,1.5,1.2,1.8,1.3,1.5,0
Nigeria,2020-04-11,nowcast,1.5,1.2,1.8,1.4,1.6,0
Nigeria,2020-04-12,nowcast,1.5,1.2,1.8,1.4,1.6,0
Nigeria,2020-04-13,nowcast,1.5,1.2,1.8,1.4,1.6,0
Nigeria,2020-04-14,nowcast,1.5,1.2,1.7,1.4,1.6,0
Nigeria,2020-04-15,nowcast,1.5,1.2,1.7,1.3,1.5,0
Nigeria,2020-04-16,nowcast,1.4,1.2,1.7,1.3,1.5,0
Nigeria,2020-04-17,nowcast,1.4,1.2,1.6,1.3,1.5,0
Nigeria,2020-04-18,nowcast,1.4,1.2,1.6,1.3,1.5,0
Nigeria,2020-04-19,nowcast,1.4,1.2,1.6,1.3,1.5,0
Nigeria,2020-04-20,nowcast,1.3,1.1,1.5,1.3,1.4,0
Nigeria,2020-04-21,nowcast,1.3,1.1,1.5,1.2,1.4,0
Nigeria,2020-04-22,nowcast,1.3,1.1,1.5,1.2,1.4,0
Nigeria,2020-04-23,nowcast,1.3,1.1,1.5,1.2,1.4,0
Nigeria,2020-04-24,nowcast,1.3,1.1,1.5,1.2,1.3,0
Nigeria,2020-04-25,nowcast,1.3,1.1,1.4,1.2,1.3,0
Nigeria,2020-04-26,nowcast,1.3,1.1,1.4,1.2,1.3,0
Nigeria,2020-04-27,nowcast,1.2,1.1,1.4,1.2,1.3,0
Nigeria,2020-04-28,nowcast,1.2,1.1,1.3,1.2,1.3,0.01
Nigeria,2020-04-29,nowcast,1.2,1.1,1.3,1.1,1.2,0.02
Nigeria,2020-04-30,nowcast,1.2,1,1.3,1.1,1.2,0.02
Nigeria,2020-05-01,nowcast,1.1,1,1.3,1.1,1.2,0.03
Nigeria,2020-05-02,nowcast,1.1,1,1.2,1.1,1.2,0.04
Nigeria,2020-05-03,nowcast,1.1,1,1.2,1.1,1.2,0.08
Nigeria,2020-05-04,nowcast,1.1,1,1.2,1,1.1,0.09
Nigeria,2020-05-05,nowcast,1.1,1,1.2,1,1.1,0.15
Nigeria,2020-05-06,nowcast,1,0.9,1.1,1,1.1,0.25
Nigeria,2020-05-07,nowcast,1,0.9,1.1,1,1.1,0.36
Nigeria,2020-05-08,nowcast,1,0.9,1.1,1,1.1,0.44
Nigeria,2020-05-09,nowcast,1,0.9,1.1,1,1,0.44
Nigeria,2020-05-10,nowcast,1,0.9,1.1,1,1.1,0.36
Nigeria,2020-05-11,nowcast,1,0.9,1.1,1,1.1,0.28
Nigeria,2020-05-12,nowcast,1,1,1.1,1,1.1,0.17
Nigeria,2020-05-13,nowcast,1.1,1,1.2,1,1.1,0.09
Nigeria,2020-05-14,nowcast,1.1,1,1.2,1,1.1,0.06
Nigeria,2020-05-15,nowcast,1.1,1,1.2,1,1.1,0.04
